run_date,region,sector_id,signal,value,unit,period,source,measurement
2026-08-18,IN,government,employment,7681.3,k persons,IND 2025-Q4,"ILOSTAT EMP_TEMP_SEX_ECO (ISIC O, IND)",measured
2026-08-18,APAC,banking,employment,1061.3,k persons,"KOR 2026-Q2, SGP 2025","ILOSTAT EMP_TEMP_SEX_ECO (ISIC K, pooled SGP+JPN+KOR)",measured
2026-08-18,APAC,banking,vacancies,8700,vacancies (SG),2025-Q4,Singapore MOM job vacancies by industry (SG proxy market),measured
2026-08-18,APAC,insurance,employment,1061.3,k persons,"KOR 2026-Q2, SGP 2025","ILOSTAT EMP_TEMP_SEX_ECO (ISIC K, pooled SGP+JPN+KOR)",measured
2026-08-18,APAC,insurance,vacancies,1200,vacancies (SG),2025-Q4,Singapore MOM job vacancies by industry (SG proxy market),measured
2026-08-18,APAC,it_software,employment,1303.8,k persons,"KOR 2026-Q2, SGP 2025","ILOSTAT EMP_TEMP_SEX_ECO (ISIC J, pooled SGP+JPN+KOR)",measured
2026-08-18,APAC,it_software,vacancies,10500,vacancies (SG),2025-Q4,Singapore MOM job vacancies by industry (SG proxy market),measured
2026-08-18,APAC,telecom_media,employment,1303.8,k persons,"KOR 2026-Q2, SGP 2025","ILOSTAT EMP_TEMP_SEX_ECO (ISIC J, pooled SGP+JPN+KOR)",measured
2026-08-18,APAC,telecom_media,vacancies,1100,vacancies (SG),2025-Q4,Singapore MOM job vacancies by industry (SG proxy market),measured
2026-08-18,APAC,manufacturing,employment,4528.2,k persons,"KOR 2026-Q2, SGP 2025","ILOSTAT EMP_TEMP_SEX_ECO (ISIC C, pooled SGP+JPN+KOR)",measured
2026-08-18,APAC,manufacturing,vacancies,16000,vacancies (SG),2025-Q4,Singapore MOM job vacancies by industry (SG proxy market),measured
2026-08-18,APAC,healthcare,employment,3630.2,k persons,"KOR 2026-Q2, SGP 2025","ILOSTAT EMP_TEMP_SEX_ECO (ISIC Q, pooled SGP+JPN+KOR)",measured
2026-08-18,APAC,healthcare,vacancies,10300,vacancies (SG),2025-Q4,Singapore MOM job vacancies by industry (SG proxy market),measured
2026-08-18,APAC,retail,employment,3535.5,k persons,"KOR 2026-Q2, SGP 2025","ILOSTAT EMP_TEMP_SEX_ECO (ISIC G, pooled SGP+JPN+KOR)",measured
2026-08-18,APAC,retail,vacancies,4200,vacancies (SG),2025-Q4,Singapore MOM job vacancies by industry (SG proxy market),measured
2026-08-18,APAC,professional,employment,1615.0,k persons,"KOR 2026-Q2, SGP 2025","ILOSTAT EMP_TEMP_SEX_ECO (ISIC M, pooled SGP+JPN+KOR)",measured
2026-08-18,APAC,professional,vacancies,13800,vacancies (SG),2025-Q4,Singapore MOM job vacancies by industry (SG proxy market),measured
2026-08-18,APAC,education,employment,2093.2,k persons,"KOR 2026-Q2, SGP 2025","ILOSTAT EMP_TEMP_SEX_ECO (ISIC P, pooled SGP+JPN+KOR)",measured
2026-08-18,APAC,government,employment,1515.7,k persons,"KOR 2026-Q2, SGP 2025","ILOSTAT EMP_TEMP_SEX_ECO (ISIC O, pooled SGP+JPN+KOR)",measured
2026-08-18,APAC,government,vacancies,14000,vacancies (SG),2025-Q4,Singapore MOM job vacancies by industry (SG proxy market incl. education (SSIC grouping)),measured
