occ_code,occ_title,group_code,group_name,employment,adoption_discount,amplification_multiplier,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18
49-9051,Electrical Power-Line Installers and Repairers,49,"Installation, Maintenance, and Repair",0,0.58,1.1,3,1,7,4,2,10,0,9,1,4,2,7,2,5,6,2,22,13
49-9052,Telecommunications Line Installers and Repairers,49,"Installation, Maintenance, and Repair",0,0.58,1.1,8,1,7,5,2,9,1,12,1,6,3,6,4,4,6,2,14,9
49-9061,Camera and Photographic Equipment Repairers,49,"Installation, Maintenance, and Repair",0,0.58,1.1,9,1,11,6,3,11,1,10,0,5,6,7,3,2,3,0,21,1
49-9062,Medical Equipment Repairers,49,"Installation, Maintenance, and Repair",0,0.58,1.1,10,1,9,6,2,10,2,10,1,8,3,6,1,2,3,1,21,4
49-9063,Musical Instrument Repairers and Tuners,49,"Installation, Maintenance, and Repair",0,0.58,1.1,7,0,9,8,3,11,1,12,0,5,6,8,3,3,4,1,14,5
49-9064,Watch and Clock Repairers,49,"Installation, Maintenance, and Repair",0,0.58,1.1,5,0,7,5,5,16,1,9,0,7,6,7,4,1,4,1,21,1
49-9071,"Maintenance and Repair Workers, General",49,"Installation, Maintenance, and Repair",0,0.58,1.1,7,1,7,6,2,9,1,10,1,6,5,6,2,3,6,1,20,7
49-9081,Wind Turbine Service Technicians,49,"Installation, Maintenance, and Repair",0,0.58,1.1,9,1,6,5,2,8,2,6,1,7,3,6,1,5,7,2,21,8
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",49,"Installation, Maintenance, and Repair",0,0.58,1.1,9,1,8,4,3,10,2,11,0,6,3,5,3,2,4,1,19,9
49-9092,Commercial Divers,49,"Installation, Maintenance, and Repair",0,0.58,1.1,5,1,7,5,2,9,1,10,1,6,3,6,2,5,9,2,17,9
49-9094,Locksmiths and Safe Repairers,49,"Installation, Maintenance, and Repair",0,0.58,1.1,8,1,7,6,2,7,1,12,1,7,4,5,4,4,9,1,15,6
49-9095,Manufactured Building and Mobile Home Installers,49,"Installation, Maintenance, and Repair",0,0.58,1.1,5,1,6,7,1,7,1,13,1,6,3,5,3,5,13,1,15,7
49-9096,Riggers,49,"Installation, Maintenance, and Repair",0,0.58,1.1,7,2,8,4,3,10,2,9,1,7,4,5,2,4,6,2,17,7
49-9097,Signal and Track Switch Repairers,49,"Installation, Maintenance, and Repair",0,0.58,1.1,7,1,8,7,1,8,2,8,1,8,3,5,2,4,5,2,19,9
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",49,"Installation, Maintenance, and Repair",0,0.58,1.1,4,1,7,5,2,9,1,9,0,7,4,8,2,3,6,1,23,8
49-9099,Geothermal Technicians,49,"Installation, Maintenance, and Repair",0,0.58,1.1,7,1,8,6,3,9,2,7,1,7,4,6,1,4,8,1,17,8
51-1011,First-Line Supervisors of Production and Operating Workers,51,Production,0,0.58,1.0,9,1,7,6,2,10,1,8,1,8,4,6,3,6,12,1,12,3
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",51,Production,0,0.58,1.0,8,1,8,6,3,10,2,9,1,7,6,5,2,4,8,1,15,4
51-2021,"Coil Winders, Tapers, and Finishers",51,Production,0,0.58,1.0,6,1,9,6,3,13,1,7,1,7,2,7,2,6,6,2,16,5
51-2022,Electrical and Electronic Equipment Assemblers,51,Production,0,0.58,1.0,7,1,8,5,2,9,1,8,1,9,4,7,2,5,9,1,17,4
51-2023,Electromechanical Equipment Assemblers,51,Production,0,0.58,1.0,8,1,10,4,3,16,1,7,1,9,3,5,1,3,6,1,17,4
51-2031,Engine and Other Machine Assemblers,51,Production,0,0.58,1.0,6,1,8,3,2,10,1,8,0,7,4,5,2,4,6,2,23,8
51-2041,Structural Metal Fabricators and Fitters,51,Production,0,0.58,1.0,7,2,9,5,1,10,1,7,1,6,6,6,1,6,7,1,18,6
51-2051,Fiberglass Laminators and Fabricators,51,Production,0,0.58,1.0,5,1,8,4,3,13,2,8,1,7,3,7,2,6,8,1,15,6
51-2061,Timing Device Assemblers and Adjusters,51,Production,0,0.58,1.0,5,1,7,5,2,10,1,10,1,7,6,7,4,3,3,1,23,4
51-2092,Team Assemblers,51,Production,0,0.58,1.0,6,1,9,5,3,15,1,7,1,6,3,5,2,6,6,1,19,4
51-3011,Bakers,51,Production,0,0.58,1.0,5,1,9,7,2,16,1,9,1,5,3,6,3,7,7,3,12,3
51-3021,Butchers and Meat Cutters,51,Production,0,0.58,1.0,6,1,6,5,3,9,1,12,0,6,2,5,6,6,10,2,15,5
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",51,Production,0,0.58,1.0,6,1,8,5,3,12,1,8,1,7,2,5,3,6,9,2,16,5
51-3023,Slaughterers and Meat Packers,51,Production,0,0.58,1.0,4,1,8,4,2,14,1,9,1,5,2,6,1,5,7,1,22,7
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",51,Production,0,0.58,1.0,9,1,6,4,2,10,1,9,1,9,2,6,2,5,9,1,18,5
51-3092,Food Batchmakers,51,Production,0,0.58,1.0,9,2,6,4,4,14,3,9,1,7,2,6,1,4,4,1,17,6
51-3093,Food Cooking Machine Operators and Tenders,51,Production,0,0.58,1.0,8,2,9,4,5,15,3,7,1,8,1,5,1,5,3,0,18,5
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51,Production,0,0.58,1.0,9,1,7,6,3,10,1,7,0,8,3,7,1,5,7,1,18,6
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",51,Production,0,0.58,1.0,7,2,8,4,2,12,1,7,1,6,4,5,1,5,5,1,21,8
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",51,Production,0,0.58,1.0,7,1,8,4,2,9,1,6,0,7,4,6,2,5,7,1,23,7
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",51,Production,0,0.58,1.0,8,1,7,3,1,15,2,7,0,7,3,7,1,3,3,1,24,7
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51,Production,0,0.58,1.0,11,1,10,3,1,10,2,8,1,8,6,6,1,4,2,0,21,5
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51,Production,0,0.58,1.0,9,1,8,4,2,12,3,8,1,5,2,5,2,5,7,1,21,4
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51,Production,0,0.58,1.0,8,1,5,5,2,11,1,7,1,7,6,6,3,5,10,1,16,5
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",51,Production,0,0.58,1.0,9,1,7,4,2,11,1,6,1,7,4,6,1,4,5,1,24,6
51-4041,Machinists,51,Production,0,0.58,1.0,8,1,9,5,2,12,1,6,1,6,5,5,2,5,6,1,21,4
51-4051,Metal-Refining Furnace Operators and Tenders,51,Production,0,0.58,1.0,6,1,8,5,3,13,2,7,1,7,3,5,2,5,8,1,16,7
51-4052,"Pourers and Casters, Metal",51,Production,0,0.58,1.0,7,1,6,4,2,12,1,9,1,5,2,4,2,6,9,1,18,10
51-4061,"Model Makers, Metal and Plastic",51,Production,0,0.58,1.0,6,1,9,4,3,16,1,6,1,6,8,6,1,1,2,1,24,4
51-4062,"Patternmakers, Metal and Plastic",51,Production,0,0.58,1.0,8,1,9,7,1,10,1,6,0,6,8,7,1,5,4,0,21,5
51-4071,Foundry Mold and Coremakers,51,Production,0,0.58,1.0,6,1,7,4,3,15,2,6,0,6,2,5,2,4,6,1,19,11
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51,Production,0,0.58,1.0,6,1,8,5,2,13,1,7,1,6,2,5,1,4,6,1,24,7
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51,Production,0,0.58,1.0,9,1,8,5,4,12,2,6,1,9,3,6,1,5,5,1,18,4
51-4111,Tool and Die Makers,51,Production,0,0.58,1.0,7,1,11,5,2,11,1,6,1,7,9,7,1,4,5,0,18,4
51-4121,"Welders, Cutters, Solderers, and Brazers",51,Production,0,0.58,1.0,5,1,10,5,3,14,1,7,1,6,4,6,1,4,4,2,18,8
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",51,Production,0,0.58,1.0,6,1,8,3,2,12,1,6,1,7,6,6,2,4,7,2,20,6
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51,Production,0,0.58,1.0,8,1,6,4,3,12,2,8,1,6,2,5,2,6,4,1,18,11
51-4192,"Layout Workers, Metal and Plastic",51,Production,0,0.58,1.0,5,1,8,6,2,9,1,9,1,7,6,5,3,4,8,2,17,6
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",51,Production,0,0.58,1.0,5,2,7,5,2,15,1,8,1,6,3,6,2,6,6,1,18,6
51-4194,"Tool Grinders, Filers, and Sharpeners",51,Production,0,0.58,1.0,8,1,9,5,4,12,2,6,0,6,4,6,2,4,4,1,21,5
51-5111,Prepress Technicians and Workers,51,Production,0,0.58,1.0,11,2,11,7,3,9,1,10,1,6,6,7,2,5,8,1,9,1
51-5112,Printing Press Operators,51,Production,0,0.58,1.0,7,1,7,8,2,8,1,9,1,6,4,6,3,5,9,2,15,6
51-5113,Print Binding and Finishing Workers,51,Production,0,0.58,1.0,7,1,8,5,3,13,1,8,1,6,3,6,2,5,6,1,19,5
51-6011,Laundry and Dry-Cleaning Workers,51,Production,0,0.58,1.0,4,1,4,8,2,10,0,11,0,5,2,4,3,6,12,3,19,6
51-6021,"Pressers, Textile, Garment, and Related Materials",51,Production,0,0.58,1.0,4,1,8,8,2,8,1,6,1,5,4,5,2,4,5,4,23,9
51-6031,Sewing Machine Operators,51,Production,0,0.58,1.0,5,1,8,5,3,11,1,8,1,5,4,5,2,5,6,2,23,5
51-6041,Shoe and Leather Workers and Repairers,51,Production,0,0.58,1.0,5,1,6,3,4,13,0,9,1,8,5,6,3,4,8,2,17,5
51-6042,Shoe Machine Operators and Tenders,51,Production,0,0.58,1.0,7,1,6,5,3,8,1,10,1,6,5,5,3,6,11,2,16,4
51-6051,"Sewers, Hand",51,Production,0,0.58,1.0,6,1,9,10,3,12,0,6,1,5,4,9,1,3,1,6,22,1
51-6052,"Tailors, Dressmakers, and Custom Sewers",51,Production,0,0.58,1.0,3,1,9,10,2,11,1,10,1,5,7,9,5,1,4,1,15,5
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,51,Production,0,0.58,1.0,8,1,11,6,2,13,1,6,1,7,3,6,1,4,4,1,18,7
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",51,Production,0,0.58,1.0,8,1,7,4,4,13,1,7,1,6,3,5,1,5,8,1,19,6
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51,Production,0,0.58,1.0,7,2,8,5,3,12,1,8,1,8,3,5,2,4,6,1,19,5
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51,Production,0,0.58,1.0,6,2,9,4,5,13,1,7,1,6,3,6,1,5,5,1,20,5
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51,Production,0,0.58,1.0,8,1,9,3,3,15,2,6,1,7,2,5,1,5,6,1,17,8
51-6092,Fabric and Apparel Patternmakers,51,Production,0,0.58,1.0,11,2,10,5,3,12,2,11,1,7,7,7,1,3,6,1,8,3
51-6093,Upholsterers,51,Production,0,0.58,1.0,6,1,8,6,4,10,0,9,0,6,5,6,5,4,9,1,14,6
51-7011,Cabinetmakers and Bench Carpenters,51,Production,0,0.58,1.0,5,1,8,5,5,10,0,10,1,6,5,6,4,2,4,1,20,7
51-7021,Furniture Finishers,51,Production,0,0.58,1.0,5,1,9,5,3,12,1,9,1,7,4,7,3,4,9,2,13,5
51-7031,"Model Makers, Wood",51,Production,0,0.58,1.0,6,1,7,5,3,9,1,9,1,6,7,6,2,5,3,1,21,7
51-7032,"Patternmakers, Wood",51,Production,0,0.58,1.0,7,1,8,5,2,11,0,7,1,6,12,8,1,3,4,0,17,7
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",51,Production,0,0.58,1.0,3,1,6,4,4,11,1,7,1,4,3,4,2,6,6,1,26,10
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51,Production,0,0.58,1.0,6,2,8,3,3,12,1,6,0,5,3,6,1,3,5,1,28,7
51-8011,Nuclear Power Reactor Operators,51,Production,0,0.58,1.0,15,1,10,5,2,13,3,8,1,11,2,5,1,5,7,0,10,1
51-8012,Power Distributors and Dispatchers,51,Production,0,0.58,1.0,14,2,10,6,3,13,2,12,1,12,2,7,1,3,7,1,4,0
51-8013,Power Plant Operators,51,Production,0,0.58,1.0,9,1,7,4,2,11,2,8,1,8,4,6,2,5,7,1,16,6
51-8021,Stationary Engineers and Boiler Operators,51,Production,0,0.58,1.0,9,1,7,6,2,10,2,7,1,7,4,6,2,5,8,2,16,5
51-8031,Water and Wastewater Treatment Plant and System Operators,51,Production,0,0.58,1.0,10,1,6,5,2,10,2,9,1,10,2,6,2,5,9,1,13,6
51-8091,Chemical Plant and System Operators,51,Production,0,0.58,1.0,10,1,10,1,2,15,2,7,1,9,0,5,1,7,5,0,19,5
51-8092,Gas Plant Operators,51,Production,0,0.58,1.0,10,1,8,4,3,12,2,8,1,10,3,7,1,4,6,1,15,4
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",51,Production,0,0.58,1.0,7,2,7,4,3,13,2,9,1,7,1,5,1,5,6,1,18,8
51-8099,Biofuels Processing Technicians,51,Production,0,0.58,1.0,11,2,7,4,2,12,2,9,1,7,2,6,2,4,6,1,15,7
51-9011,Chemical Equipment Operators and Tenders,51,Production,0,0.58,1.0,9,1,7,3,3,11,2,9,1,8,2,5,2,6,8,2,15,6
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",51,Production,0,0.58,1.0,9,2,8,3,2,14,2,7,1,8,2,6,2,5,6,1,15,7
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51,Production,0,0.58,1.0,10,2,8,5,2,12,2,8,1,7,1,5,1,4,6,2,18,6
51-9022,"Grinding and Polishing Workers, Hand",51,Production,0,0.58,1.0,5,1,7,5,3,9,0,8,1,8,7,7,2,5,5,2,17,8
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",51,Production,0,0.58,1.0,6,1,8,5,1,10,2,8,1,5,2,4,1,6,8,2,20,10
51-9031,"Cutters and Trimmers, Hand",51,Production,0,0.58,1.0,8,1,6,4,5,11,1,9,0,7,2,5,3,5,8,2,17,6
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",51,Production,0,0.58,1.0,8,1,5,3,3,10,1,7,1,8,2,5,3,6,9,2,19,7
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51,Production,0,0.58,1.0,11,1,8,3,2,12,2,7,1,7,2,5,1,5,5,1,21,6
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51,Production,0,0.58,1.0,7,1,8,4,2,15,2,6,1,6,2,6,2,3,6,2,19,8
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",51,Production,0,0.58,1.0,11,2,8,4,3,12,3,8,0,8,3,5,3,4,5,2,14,5
51-9071,Jewelers and Precious Stone and Metal Workers,51,Production,0,0.58,1.0,7,1,8,6,5,13,1,11,0,5,7,7,4,3,6,1,14,1
51-9081,Dental Laboratory Technicians,51,Production,0,0.58,1.0,8,1,8,6,2,11,1,9,1,8,6,7,3,5,8,1,13,2
51-9082,Medical Appliance Technicians,51,Production,0,0.58,1.0,7,1,8,6,4,11,1,11,1,7,5,6,2,4,8,3,12,3
51-9083,Ophthalmic Laboratory Technicians,51,Production,0,0.58,1.0,11,1,10,6,2,11,2,10,1,7,2,5,3,4,7,3,13,2
51-9111,Packaging and Filling Machine Operators and Tenders,51,Production,0,0.58,1.0,8,1,7,5,2,12,1,7,1,8,4,6,3,6,7,2,14,6
51-9123,"Painting, Coating, and Decorating Workers",51,Production,0,0.58,1.0,6,2,8,6,3,14,0,11,1,6,3,7,1,7,7,2,13,3
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51,Production,0,0.58,1.0,7,1,9,5,3,14,1,5,1,8,2,6,3,5,7,2,17,4
51-9141,Semiconductor Processing Technicians,51,Production,0,0.58,1.0,8,1,8,5,2,13,1,8,1,6,3,4,1,6,7,2,18,6
51-9151,Photographic Process Workers and Processing Machine Operators,51,Production,0,0.58,1.0,10,1,9,6,2,8,1,13,0,4,4,6,4,4,5,1,21,1
51-9161,Computer Numerically Controlled Tool Operators,51,Production,0,0.58,1.0,8,1,7,5,3,13,1,6,1,8,4,5,2,4,4,1,23,4
51-9162,Computer Numerically Controlled Tool Programmers,51,Production,0,0.58,1.0,13,1,8,5,2,10,2,9,1,7,7,7,1,4,4,1,14,4
51-9191,Adhesive Bonding Machine Operators and Tenders,51,Production,0,0.58,1.0,6,1,7,5,3,14,1,6,1,5,1,4,1,4,6,1,24,10
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51,Production,0,0.58,1.0,11,1,7,4,2,11,3,9,1,6,1,5,3,4,5,2,17,8
51-9193,Cooling and Freezing Equipment Operators and Tenders,51,Production,0,0.58,1.0,9,1,7,4,2,11,2,8,1,7,2,5,2,5,6,1,21,6
51-9194,Etchers and Engravers,51,Production,0,0.58,1.0,8,1,8,7,3,11,1,9,1,7,6,5,2,4,5,2,16,4
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",51,Production,0,0.58,1.0,6,1,8,5,3,10,1,8,1,6,5,6,2,3,5,1,21,8
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",51,Production,0,0.58,1.0,6,1,7,4,3,12,2,9,1,5,3,5,2,6,9,3,18,4
51-9197,Tire Builders,51,Production,0,0.58,1.0,7,1,8,6,3,12,1,8,1,6,2,5,2,3,8,1,19,7
51-9198,Helpers--Production Workers,51,Production,0,0.58,1.0,7,1,7,4,2,12,1,9,1,6,3,4,2,3,6,2,21,9
53-1041,Aircraft Cargo Handling Supervisors,53,Transportation and Material Moving,0,0.6,1.0,9,1,8,6,2,8,1,12,1,6,2,5,3,5,12,2,11,6
53-1042,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",53,Transportation and Material Moving,0,0.6,1.0,10,1,7,7,2,9,2,11,1,7,3,7,5,6,12,1,7,2
53-1043,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53,Transportation and Material Moving,0,0.6,1.0,10,1,7,5,1,9,2,11,1,7,2,5,4,6,14,2,10,3
53-2011,"Airline Pilots, Copilots, and Flight Engineers",53,Transportation and Material Moving,0,0.6,1.0,9,1,10,3,3,16,1,8,1,10,1,7,2,4,5,1,12,6
53-2012,Commercial Pilots,53,Transportation and Material Moving,0,0.6,1.0,8,1,6,5,2,10,2,11,1,8,3,7,2,4,8,1,15,6
53-2021,Air Traffic Controllers,53,Transportation and Material Moving,0,0.6,1.0,10,2,11,5,3,12,1,13,1,10,4,9,2,8,5,1,3,0
53-2022,Airfield Operations Specialists,53,Transportation and Material Moving,0,0.6,1.0,10,1,8,5,1,11,2,11,1,8,2,6,3,5,9,1,10,6
53-2031,Flight Attendants,53,Transportation and Material Moving,0,0.6,1.0,6,1,9,6,2,13,1,14,0,7,2,6,6,2,5,5,10,5
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",53,Transportation and Material Moving,0,0.6,1.0,8,1,8,4,1,9,2,16,1,5,3,4,2,3,6,5,13,9
53-3031,Driver/Sales Workers,53,Transportation and Material Moving,0,0.6,1.0,6,1,8,7,1,11,2,15,1,6,2,3,3,1,4,1,13,15
53-3032,Heavy and Tractor-Trailer Truck Drivers,53,Transportation and Material Moving,0,0.6,1.0,7,1,9,4,3,13,2,11,0,7,2,4,2,2,3,1,17,12
53-3033,Light Truck Drivers,53,Transportation and Material Moving,0,0.6,1.0,6,1,7,5,2,10,2,11,1,6,3,5,4,4,4,2,16,11
53-3051,"Bus Drivers, School",53,Transportation and Material Moving,0,0.6,1.0,5,1,8,6,3,13,2,10,1,6,3,6,3,3,5,5,12,8
53-3052,"Bus Drivers, Transit and Intercity",53,Transportation and Material Moving,0,0.6,1.0,6,2,8,3,2,11,1,17,1,6,1,6,3,5,3,4,11,10
53-3053,Shuttle Drivers and Chauffeurs,53,Transportation and Material Moving,0,0.6,1.0,7,1,9,5,2,11,2,13,0,7,2,5,3,4,5,5,10,9
53-4011,Locomotive Engineers,53,Transportation and Material Moving,0,0.6,1.0,7,1,7,4,3,12,2,8,1,9,2,5,1,5,7,1,17,8
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",53,Transportation and Material Moving,0,0.6,1.0,7,1,8,4,3,10,2,9,1,8,2,5,2,5,8,1,16,8
53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",53,Transportation and Material Moving,0,0.6,1.0,5,1,11,4,3,14,1,9,1,8,1,5,1,4,6,1,17,8
53-4031,Railroad Conductors and Yardmasters,53,Transportation and Material Moving,0,0.6,1.0,9,2,11,5,2,11,3,10,1,7,1,4,1,4,6,2,14,7
53-4041,Subway and Streetcar Operators,53,Transportation and Material Moving,0,0.6,1.0,5,1,10,3,1,13,1,15,0,6,1,5,2,4,2,2,19,10
53-5011,Sailors and Marine Oilers,53,Transportation and Material Moving,0,0.6,1.0,6,1,7,4,4,13,1,6,0,7,3,6,2,5,6,2,20,7
53-5021,"Captains, Mates, and Pilots of Water Vessels",53,Transportation and Material Moving,0,0.6,1.0,7,1,7,5,2,11,1,9,1,6,3,6,3,5,8,2,15,8
53-5022,Motorboat Operators,53,Transportation and Material Moving,0,0.6,1.0,6,1,4,2,2,14,2,13,1,4,2,6,3,4,7,1,19,9
53-5031,Ship Engineers,53,Transportation and Material Moving,0,0.6,1.0,6,1,6,6,2,11,1,9,1,8,3,6,2,4,7,2,19,6
53-6011,Bridge and Lock Tenders,53,Transportation and Material Moving,0,0.6,1.0,11,2,8,3,1,7,3,14,0,6,1,4,2,8,6,2,17,5
53-6021,Parking Attendants,53,Transportation and Material Moving,0,0.6,1.0,7,2,7,4,3,9,2,23,1,4,1,4,2,3,6,3,12,7
53-6031,Automotive and Watercraft Service Attendants,53,Transportation and Material Moving,0,0.6,1.0,6,1,9,4,3,9,1,14,1,7,3,6,3,3,5,1,16,8
53-6041,Traffic Technicians,53,Transportation and Material Moving,0,0.6,1.0,12,1,9,6,2,9,2,13,1,9,4,6,2,2,6,0,10,6
53-6051,Transportation Inspectors,53,Transportation and Material Moving,0,0.6,1.0,9,1,10,5,2,11,2,11,1,10,3,5,2,3,4,1,13,7
53-6061,Passenger Attendants,53,Transportation and Material Moving,0,0.6,1.0,3,2,11,4,1,10,0,17,0,3,2,6,9,4,8,8,7,5
53-7011,Conveyor Operators and Tenders,53,Transportation and Material Moving,0,0.6,1.0,6,1,7,5,3,13,1,9,1,7,3,5,2,4,7,2,16,8
53-7021,Crane and Tower Operators,53,Transportation and Material Moving,0,0.6,1.0,5,1,8,4,3,11,1,9,1,7,3,6,2,3,8,1,19,8
53-7031,Dredge Operators,53,Transportation and Material Moving,0,0.6,1.0,4,1,8,2,2,10,1,11,1,6,2,6,1,4,8,1,25,7
53-7041,Hoist and Winch Operators,53,Transportation and Material Moving,0,0.6,1.0,5,1,7,5,2,12,1,7,1,4,2,6,1,5,9,2,23,7
53-7051,Industrial Truck and Tractor Operators,53,Transportation and Material Moving,0,0.6,1.0,7,1,6,7,2,10,1,8,1,7,3,5,3,5,8,2,15,9
53-7061,Cleaners of Vehicles and Equipment,53,Transportation and Material Moving,0,0.6,1.0,7,1,6,5,2,7,1,12,1,6,3,6,3,6,11,2,13,8
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",53,Transportation and Material Moving,0,0.6,1.0,5,2,8,6,2,10,1,8,1,5,2,4,3,8,10,2,15,8
53-7063,Machine Feeders and Offbearers,53,Transportation and Material Moving,0,0.6,1.0,7,1,8,3,3,12,2,8,0,6,1,4,1,4,5,2,26,7
53-7064,"Packers and Packagers, Hand",53,Transportation and Material Moving,0,0.6,1.0,5,1,9,4,3,12,1,8,1,6,3,5,3,6,8,3,18,4
53-7065,Stockers and Order Fillers,53,Transportation and Material Moving,0,0.6,1.0,9,2,8,5,2,10,1,14,1,4,2,4,4,5,9,2,11,7
53-7071,Gas Compressor and Gas Pumping Station Operators,53,Transportation and Material Moving,0,0.6,1.0,10,1,8,4,2,11,2,6,0,7,2,6,1,4,7,1,21,7
53-7072,"Pump Operators, Except Wellhead Pumpers",53,Transportation and Material Moving,0,0.6,1.0,7,1,7,6,3,12,2,7,1,7,4,6,2,3,5,2,18,7
53-7073,Wellhead Pumpers,53,Transportation and Material Moving,0,0.6,1.0,9,1,5,6,3,10,2,8,1,7,3,5,2,5,7,2,17,7
53-7081,Refuse and Recyclable Material Collectors,53,Transportation and Material Moving,0,0.6,1.0,3,2,7,2,1,10,1,11,0,6,1,3,0,2,5,1,24,21
53-7121,"Tank Car, Truck, and Ship Loaders",53,Transportation and Material Moving,0,0.6,1.0,8,1,8,6,3,12,2,7,1,8,3,6,2,4,6,1,14,8
